title,videoIDS,video_description,publishedDate,likes,dislikes,views,comment
Savitoj Singh mentions that an NPTEL course helped in self grooming and much more,oLL3E2vDcqY,"The course , Product Design and Development not only helped Savitoj Singh from Guru Nanak Dev Engineering College, Ludhiana groom himself but also came of use to him during his technical interview at Nestle, wherein he bagged the job.",2020-07-09T07:28:19Z,5,0,577,0
The NPTEL courses that he took up have helped Kapil in keeping his subject knowledge updated,yKyjrBhHOok,"Kapil Jain from Teerthanker Mahaveer University, Uttar Pradesh mentions that the NPTEL courses that he had taken aided in updating his knowledge in his field of study and in learning beyond bookish knowledge.",2020-07-09T07:28:06Z,76,3,1413,24
NPTEL courses came in handy for Shruthy during a job interview,AO5W5crGa3U,"The concepts learnt during the courses greatly helped Shruthy Seshadrinathan from ICT Mumbai, Maharashtra during her job interview. She did well in the interview and got placed at Biocon as a Senior Executive.",2020-07-09T07:28:22Z,71,1,2853,3
When taking an NPTEL Course helped Dhanunjaya Reddy crack GATE and get placed in a core company,PH3MKjSwBrw,Dhanunjaya Reddy from Telangana took the course Analog Electronics for aiding his GATE preparation. He passed the exam with a good score and ended up bagging an offer from Soctronics.,2020-07-09T08:34:16Z,9,0,627,0
When the NPTEL platform gave good exposure on various topics for Sriharsha,_Kn0AWgxPZU,"Sriharsha Namilakonda from NIT Kurukshetra, Haryana took up an NPTEL course, Data Science for Engineers and says that the course gave him exposure on algorithms used to perform data analysis. He has been recruited by Lowe's India.",2020-07-09T07:28:27Z,1,0,368,0
A Textile Engineering student narrates his experience with NPTEL,rfnDXJXqXkQ,"Sumedhraj Hindolkar from IIT Delhi took up a course, Yarn Manufacturing 1: Principles of Carding and Drawing in NPTEL wherein the course helped him in preparing well for GATE. He is currently pursuing M.Tech in Textile Engineering.",2020-07-09T08:34:25Z,52,3,2767,3
From meticulous preparation to MNIT Jaipur,xPxS9tKOWR8,Sharad Suman from MNIT Jaipur took up courses from NPTEL to aid his GATE preparation. He passed the exam with good marks and got admitted into the M.Tech program with Power Systems Engineering being his specialisation.,2020-07-09T08:34:19Z,7,0,1470,0
LIVE _ NPTEL Awareness Workshop - 3rd July 2020,f-BcpT4tu6Q,"The National Programme on Technology Enhanced Learning (NPTEL) was initiated by seven Indian Institutes of Technology (Bombay, Delhi, Kanpur, Kharagpur, Madras, Guwahati and Roorkee) along with the Indian Institute of Science, Bangalore in 2003. Five core disciplines were identified, namely, civil engineering, computer science and engineering, electrical engineering, electronics and communication engineering and mechanical engineering and 235 courses in web/video format were developed in this phase.
Some highlights:

Largest online repository in the world of courses in engineering, basic sciences and selected humanities and social sciences subjects

Online web portal http://nptel.ac.in – more than 471 million+ views
Youtube channel for NPTEL – most subscribed educational channel, 1.5 million+ channel subscribers, 404 million+ views
More than 56000 hours of video content
Most accessed library of peer-reviewed educational content in the world
52000+ hours of transcribed content; 51000+ hours of subtitled videos",2020-06-27T16:20:01Z,1148,20,17692,34
LIVE _ NPTEL Awareness Workshop 2nd July 2020,nG9Ybp9BVqA,"The National Programme on Technology Enhanced Learning (NPTEL) was initiated by seven Indian Institutes of Technology (Bombay, Delhi, Kanpur, Kharagpur, Madras, Guwahati and Roorkee) along with the Indian Institute of Science, Bangalore in 2003. Five core disciplines were identified, namely, civil engineering, computer science and engineering, electrical engineering, electronics and communication engineering and mechanical engineering and 235 courses in web/video format were developed in this phase.
Some highlights:

Largest online repository in the world of courses in engineering, basic sciences and selected humanities and social sciences subjects

Online web portal http://nptel.ac.in – more than 471 million+ views
Youtube channel for NPTEL – most subscribed educational channel, 1.5 million+ channel subscribers, 404 million+ views
More than 56000 hours of video content
Most accessed library of peer-reviewed educational content in the world
52000+ hours of transcribed content; 51000+ hours of subtitled videos",2020-06-30T13:43:25Z,2836,123,43810,81
Taking up NPTEL courses has enabled Trishna to understand various aspects of her subjects,Zft5cCoK2t8,"Trishna from IIT Kharagpur, West Bengal believes that NPTEL courses have refined her subject knowledge. She feels that the courses helped her in getting doubts cleared, as well.",2020-06-08T11:03:50Z,74,10,6244,3
NPTEL courses motivated him to switch domains for Masters,2Zf3vExF8J4,"Switching from Mechanical Engineering to Physics is no easy task. But, Prasanna from IIT Bombay, Maharashtra has managed to change streams and is currently studying MSc in Physics.",2020-06-08T11:03:41Z,80,8,5671,6
Akshay credits NPTEL courses for being instrumental in cracking GATE and mastering fundamentals,ywZgbHreUTA,"Akshay from IIT Dharwad, Karnataka beleives that NPTEL courses played a huge role in helping him crack GATE with a good score. He says that even after joining IIT, the courses have helped him in getting a good grasp of his fundamentals. He is currently pursuing M.S. by Research in Mechanical Engineering",2020-06-08T11:03:27Z,39,3,2110,0
When an NPTEL course helped Pooja crack her GATE interview,Y4UL9woNOkw,"NPTEL courses are known to have helped learners in GATE examination, but this was one instance where having a certification proved valuable in the interview. Pooja, who joined M.Tech in Geoinformatics at IIT Kanpur, Uttar Pradesh recounts how the certification made a big difference in her resume and helped in impressing her interviewers.",2020-06-08T11:03:35Z,273,18,15478,30
Harischandra's interest to explore the finer nuances of study made him take up multiple courses,OqLb-mz16vw,"Harischandra from Truba Institute of Engineering and Information Technology, Madhya Pradesh wished to navigate soil mechanics and foundation engineering, among other topics in his field of interest. These NPTEL courses have taught him the concepts with greater depth, thereby refining his knowledge of his subjects. He has got a job in his own field of specialisation at Strata Geosystem India Private Limited.",2020-05-26T11:56:03Z,30,7,2812,2
From coding courses to coding rounds - how Payani excelled in his interviews,HlZImkDWP-U,"The examples taught along with the concepts helped Payani from G Pulla Reddy Engineering College, Andhra Pradesh understand the underlying ideas with good clarity. This helped him bag offers with 2 IT giants, namely TCS and Infosys",2020-05-26T11:56:11Z,30,1,2570,4
NPTEL plays a pivotal role in Subhadip's preparation for entrance exams,-IxxbRxdx_Q,"Right from subjects at college to preparation for exams like BARC, GATE, Subhadip from Kalyani Government Engineering College, West Bengal opines that NPTEL courses have facilitated quality learning and extensive preparation for exams. He has got placed at Haldia Petrochemicals, which happens to be a job in his own field of specialisation.",2020-05-26T11:56:25Z,20,4,1425,0
Taking up an NPTEL course helped Ashish grasp the intricacies in data flow,NdDbLyze3r8,"Learning the idea of data flow in a more pragmatic way not only helped Ashish from Avanthi Institute of Engineering and Technology understand the concept with more clarity, but also helped him during his job interviews. He has got a job offer from ValueMomentum.",2020-05-26T11:55:51Z,21,1,2810,3
One course can change one's life - it did change Ravi's life,_gg1ntoPwLo,"Ravi Chandra from Vignana Jyothi Institute of Engineering and Technology, Telangana enrolled in an NPTEL course, Introduction to Machine Learning without any idea as to how it would impact his life in the future. The course helped him ace the interview at Capgemini and he got the job. He deals with many Machine Learning at work in his current profile.",2020-05-26T11:56:15Z,37,4,1639,1
Dinesh's interest in Python programming has shot up after taking up this NPTEL course,vOLz5M1QryU,"The course Joy of Computing using Python skyrocketed Dinesh's interest in the language. He has pursued his Bachelors from Sathyabama Institute of Science and Technology, Tamil Nadu and has been recruited by Mphasis.",2020-05-26T11:56:00Z,15,1,780,2
Saavi credits NPTEL courses for helping her in exploring topics of interest,eRImA18FuSU,"Saavi from Central University of Rajasthan, Rajasthan believes that NPTEL courses have always helped her , i.e., for entrance exams previously and for work and upgradation of knowledge, currently that is useful for her work at Evelyn Learning Systems.",2020-05-26T11:56:22Z,15,2,1319,3
Elucidating tougher concepts of the concepts by the NPTEL aided Dharani in learning them thoroughly,DD9hgzGREz0,"NPTEL courses helped Dharani from Velalar College of Engineering, Tamil Nadu grasp tougher ideas like JDBC and increased her clarity on the same. She has been recruited by Kanini Software Solutions.",2020-05-26T11:55:57Z,7,1,2513,1
NPTEL courses taught Mohit the skill of attention to details in programming,9rEgFJCVLTk,"The biggest takeaway from NPTEL courses has been attention to the smaller details for Mohit from Galgotias University, Uttar Pradesh who has also been recruited by CTS. He feels that this often ignored aspect makes a huge difference in the bigger scheme of things and improves the coding aptitude for the learners.",2020-05-26T11:56:07Z,7,1,613,0
When half of Abhijeet's interview was about NPTEL course concepts,GMes_Ssna5Y,"Abhijeet from Dr. B C Roy Engineering College, West Bengal was in for a pleasant surprise when around half his interview was centered around the ideas he had learnt in his NPTEL courses. He confidently answered the questions and got a job with 3 IT majors including Wipro.",2020-05-26T11:38:54Z,20,0,855,1
Acing the tests - how NPTEL courses facilitated Pratik during his job interviews,X5drjeFbCcw,"When he took up NPTEL courses on programming, never did Pratik from Ujjain Engineering College, Madhya Pradesh expect that they would come to his aid during job interviews. The knowledge that he gained from the courses helped him get a job at TCS.",2020-05-26T11:39:14Z,6,0,529,1
An NPTEL course in IoT added a lot of weightage to Jeslin's resume,-AchshZ7MBg,"A course on Internet of Things (IoT) helped Jeslin from Kalasalingam Academy of Research and Education, Tamil Nadu in improving her knowledge base. It also extended more gravitas to her resume, thus helping her bag a job at Mitsuba Sical India Private Limited.",2020-05-26T11:39:03Z,20,2,1855,1
Arnab's pursuit of NPTEL courses landed him a job at Infosys,JuoxwZYXq2o,"Having done 4 courses with NPTEL, Arnab from Asansol Engineering College, West Bengal improved his programming knowledge through various courses and got placed in Infosys through NPTEL's placement assistance program.",2020-05-26T11:38:57Z,19,0,1109,4
"Master the latest trends through NPTEL courses, just like Unmesha",r1Ccx7gmalk,"A deep interest in a few topics led Unmesha from Tezpur University, Assam to pursue courses on topics like Internet of Things, etc. The courses taught all concepts right from the basics that helped her gain expertise in them. She has got placed in ABB.",2020-05-26T11:39:16Z,103,8,4676,14
Mrityunjoy's grasp of safety at workplace increased after taking up an NPTEL course,cD0TMae2MkQ,"Emphasising the importance of safety at work, Mrityunjoy from Surendra Institute of Engineering and Management, West Bengal says that a course on safety in the industry educated him on the various possibilities of mishaps and various precautions aided him in his job at Wishing Well Water Filters",2020-05-26T11:39:08Z,19,1,1359,3
NPTEL courses powered Jeel's way to a job at Adani Green Energy Limited,V4Dxcq0depM,"Enrolling for a course in NPTEL helped Jeel in predicting power output gained, with respect to his line of work. He studied at Birla Vishwakarma Mahavidyalaya, Gujarat and is now working for Adani Green Energy Limited",2020-05-26T11:39:00Z,19,3,1231,5
Sahiti's Journey towards mastering Python landed her a job at Wipro,6mF-3zV8HNg,"Sahiti from Vignan's Institute of Management and Technology for Women, Telangana recalls how she had her NPTEL exam and her job interview on the same day, hours apart. Preparation for the exam helped her put her best foot forward in the interview and she ended up getting the offer from Wipro.",2020-05-21T05:07:19Z,52,6,4082,8
How Rakesh cracked the code to become a Systems Engineer at Infosys,P7C0e0ZGxZU,"Having topped all the exams that he appeared for, Rakesh from University Institute of Technology, Burdwan , West Bengal has had a 100% success record with NPTEL courses. He mentions that these courses aided a lot in his preparation for his job interview and how his confidence improved after topping the courses that ultimately helped him ace his tests and interviews, getting him a job at Infosys.",2020-05-21T05:07:14Z,18,2,2737,10
Blitzing past technical rounds - a tale of how NPTEL courses guided Neeraj's way to bagging an offer,n9LoxjwCv40,Taking up a course at NPTEL helped Neeraj perform well in his interviews. The concepts from the course aided him during his technical rounds and thus secured him the job.,2020-05-21T05:07:06Z,20,0,1479,0
Specialising using NPTEL courses got Manjushree her dream job,-GU7--427tQ,"She persevered to get her dream job at Elexes Medical Consulting and NPTEL courses guided her the way to it. Manjushree from BMS College of Engineering, Karnataka recounts the courses that she has done and wishes to learn the upgraded version of her favourite course, as well.",2020-05-21T05:06:54Z,137,5,6360,7
Taking up NPTEL courses refined Hrushikesh's knowledge of his core subjects,US_O1khl1ys,Hrushikesh mentions that the NPTEL courses that he took helped him work on his core competencies and helped him give his best shot in the interviews.,2020-05-21T05:06:47Z,34,3,2411,4
Certifications from NPTEL facilitated Avinash in getting placed at Accenture,Srld-pMAozU,"Seeing 6 certifications from NPTEL on his resume, Avinash's interviewer was impressed - this helped him get placed at Accenture as an Associate Software Engineer",2020-05-21T05:06:42Z,113,9,5885,7
Mod - 08  Lec-18 Voronoi Diagram Construction,EFg7avIoSv8,,2020-02-28T12:19:45Z,83,11,12047,6
NPTEL Exam Registration Form - TELUGU,3aaKvsk-2nk,,2020-01-24T10:18:55Z,108,3,10708,10
NPTEL Exam Registration Form _ Marathi,RJ5QUFXM5Qs,,2020-01-22T07:28:21Z,60,2,5550,8
NPTEL Exam Registration Form - HINDI,nM-FRjZYwKk,NPTEL Exam Registration Form - HINDI,2020-01-21T14:12:45Z,65,1,6446,3
NPTEL Exam Registration Form - Malayalam,IMYdY902mZI,,2020-01-21T12:10:04Z,41,3,4313,8
NPTEL Exam Registration Form - Tamil,x7U-Ml3mKFo,,2020-01-21T11:47:21Z,87,4,7466,15
NPTEL Exam Registration Form - Bengali,nRjxmBxRcps,,2020-01-21T06:12:55Z,81,4,4596,4
NPTEL Exam Registration Form - Kannada,66EI_1Ipdbk,,2020-01-17T07:12:11Z,65,4,4967,0
NPTEL Exam Registration Form - English,HVnIyzDnjno,,2020-01-14T10:22:52Z,244,10,18609,27
